Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
wrighdo01,Dorell Wright,2005,2014,G-F,6-7,200,"December 2, 1985",""
wrighho02,Howard Wright,1991,1993,F,6-8,220,"December 20, 1967","Stanford University"
wrighho01,Howie Wright,1971,1972,G,6-3,185,"February 22, 1947","Austin Peay State University"
wrighjo01,Joby Wright,1973,1976,F-C,6-8,220,"September 5, 1950","Indiana University"
wrighju01,Julian Wright,2008,2011,F,6-8,225,"May 20, 1987","University of Kansas"
wrighla01,Larry Wright,1977,1982,G,6-1,160,"November 23, 1954","Grambling State University"
wrighle01,Leroy Wright,1968,1969,F,6-9,215,"May 6, 1938","University of the Pacific"
wrighlo01,Lonnie Wright,1968,1972,G,6-2,205,"January 23, 1944","Colorado State University"
wrighlo02,Lorenzen Wright,1997,2009,F-C,6-11,225,"November 4, 1975","University of Memphis"
wrighlu01,Luther Wright,1994,1994,C,7-2,270,"September 22, 1971","Seton Hall University"
wrighsh01,Sharone Wright,1995,1998,F-C,6-11,260,"January 30, 1973","Clemson University"
wroteto01,Tony Wroten,2013,2014,G,6-5,205,"April 13, 1993","University of Washington"
wuycide01,Dennis Wuycik,1973,1975,F,6-6,215,"March 29, 1950","University of North Carolina"
wyndeaj01,A.J. Wynder,1991,1991,G,6-2,180,"September 11, 1964","Fairfield University"
