Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
montgho01,Howie Montgomery,1963,1963,F,6-5,220,"August 22, 1940","University of Texas-Pan American"
montrer01,Eric Montross,1995,2002,C,7-0,270,"September 23, 1971","University of North Carolina"
moonja01,Jamario Moon,2008,2012,F,6-8,205,"June 13, 1980","Meridian Community College"
mooneji01,Jim Mooney,1953,1953,F,6-5,215,"July 8, 1930","Villanova University"
moorean01,Andre Moore,1988,1988,F,6-9,215,"July 2, 1964","Loyola University of Chicago"
mooreet01,E'Twaun Moore,2012,2014,F,6-4,191,"February 28, 1989","Purdue University"
moorege01,Gene Moore,1969,1975,C-F,6-9,225,"July 29, 1945","Saint Louis University"
mooreja01,Jackie Moore,1955,1957,F,6-5,180,"September 24, 1932","La Salle University"
moorejo01,Johnny Moore,1981,1990,G,6-1,175,"March 3, 1958","University of Texas at Austin"
moorela01,Larry Moore,1968,1968,F,6-7,215,"",""
moorelo01,Lowes Moore,1981,1983,G,6-1,170,"May 5, 1957","West Virginia University"
mooremi01,Mikki Moore,1999,2012,C,6-11,225,"November 4, 1975","University of Nebraska"
mooreot01,Otto Moore,1969,1977,C-F,6-11,205,"August 27, 1946","University of Texas-Pan American"
mooreri01,Richard Moore,1968,1968,G,6-2,190,"","Hiram Scott College"
moorero01,Ron Moore,1988,1988,C,7-0,260,"January 16, 1962","West Virginia State University"
mooretr01,Tracy Moore,1992,1997,G-F,6-4,200,"December 28, 1965","University of Tulsa"
morelja01,Jackie Moreland,1961,1970,F-G,6-7,215,"March 11, 1938","Louisiana Tech University"
morgagu01,Guy Morgan,1983,1983,G,6-8,205,"August 23, 1960","Wake Forest University"
morgare01,Rex Morgan,1971,1972,G,6-5,190,"October 27, 1948","Jacksonville University"
morgeel01,Elmore Morgenthaler,1947,1949,C,6-9,230,"August 3, 1922","New Mexico Institute of Mining and Technology"
mornida01,Darren Morningstar,1994,1994,C,6-10,235,"April 22, 1969","University of Pittsburgh"
morrich01,Chris Morris,1989,1999,F,6-8,210,"January 20, 1966","Auburn University"
morrida01,Darius Morris,2012,2014,G,6-4,190,"January 3, 1991","University of Michigan"
morriis01,Isaiah Morris,1993,1993,F,6-8,229,"April 2, 1969","University of Arkansas"
morrima03,Marcus Morris,2012,2014,F,6-9,235,"September 2, 1989","University of Kansas"
morrima02,Markieff Morris,2012,2014,F,6-10,245,"September 2, 1989","University of Kansas"
morrima01,Max Morris,1950,1950,F-C,6-2,195,"March 14, 1925","Northwestern University"
morrira01,Randolph Morris,2007,2010,C,6-10,266,"January 2, 1986","University of Kentucky"
morrite01,Terence Morris,2002,2006,F,6-9,221,"January 11, 1979","University of Maryland"
morriad01,Adam Morrison,2007,2010,F,6-8,205,"July 19, 1984","Gonzaga University"
morrijo01,John Morrison,1968,1968,G,6-2,190,"May 2, 1945","Canisius College"
morrimi01,Mike Morrison,1990,1990,G,6-4,195,"August 16, 1967","Loyola College in Maryland"
morrire01,Red Morrison,1955,1958,F-C,6-8,220,"April 26, 1932","University of Idaho"
morroan01,Anthony Morrow,2009,2014,G,6-5,210,"September 27, 1985","Georgia Institute of Technology"
mortodw01,Dwayne Morton,1995,1995,F,6-7,195,"August 8, 1971","University of Louisville"
mortojo01,John Morton,1990,1992,G,6-3,180,"May 18, 1967","Seton Hall University"
mortori01,Richard Morton,1989,1989,G,6-3,190,"February 2, 1966","California State University, Fullerton"
moslegl01,Glenn Mosley,1978,1979,F,6-8,195,"December 26, 1955","Seton Hall University"
mosspe01,Perry Moss,1986,1987,G,6-2,185,"November 11, 1958","Northeastern University"
motenla01,Lawrence Moten,1996,1998,G,6-5,185,"March 25, 1972","Syracuse University"
motiedo01,Donatas Motiejunas,2013,2014,F,7-0,222,"September 20, 1990",""
mottoha01,Hanno Mottola,2001,2002,C,6-11,247,"September 9, 1976","University of Utah"
moultar01,Arnett Moultrie,2013,2013,F,6-11,249,"November 18, 1990","Mississippi State University"
mountri01,Rick Mount,1971,1975,G,6-3,175,"January 5, 1947","Purdue University"
mournal01,Alonzo Mourning,1993,2008,C,6-10,240,"February 8, 1970","Georgetown University"
mozgoti01,Timofey Mozgov,2011,2014,C,7-1,250,"July 16, 1986",""
mrazoch01,Chuck Mrazovich,1951,1951,F,6-5,185,"February 26, 1924","Eastern Kentucky University"
mueller01,Erwin Mueller,1967,1974,C-F,6-8,230,"March 12, 1944","University of San Francisco"
muhamsh01,Shabazz Muhammad,2014,2014,G-F,6-6,225,"November 13, 1992","University of California, Los Angeles"
mullajo01,Joe Mullaney,1950,1950,G,6-0,165,"November 17, 1925","College of the Holy Cross"
mullebo01,Bob Mullens,1947,1947,G,6-1,175,"November 1, 1922","Fordham University"
mulleby01,Byron Mullens,2010,2014,C,7-0,275,"February 14, 1989","Ohio State University"
mullich01,Chris Mullin,1986,2001,F-G,6-6,200,"July 30, 1963","St. John's University"
mullije01,Jeff Mullins,1965,1976,G-F,6-4,190,"March 18, 1942","Duke University"
mundtto01,Todd Mundt,1996,1996,C,7-0,250,"May 17, 1970","Delta State University"
munkch01,Chris Munk,1991,1991,F,6-9,225,"August 5, 1967","University of Southern California"
munroge01,George Munroe,1947,1948,G,5-11,170,"January 5, 1922","Dartmouth College"
murdoer01,Eric Murdock,1992,2000,G,6-1,190,"June 14, 1968","Providence College"
muresgh01,Gheorghe Muresan,1994,2000,C,7-7,303,"February 14, 1971",""
murphal01,Allen Murphy,1976,1977,G,6-5,190,"July 15, 1952","University of Louisville"
murphca01,Calvin Murphy,1971,1983,G,5-9,165,"May 9, 1948","Niagara University"
murphdi01,Dick Murphy,1947,1947,G,6-1,175,"March 10, 1921","Manhattan College"
murpher01,Erik Murphy,2014,2014,F,6-10,230,"October 26, 1990",""
murphja01,Jay Murphy,1985,1988,F,6-9,220,"June 26, 1962","Boston College"
murphjo01,John Murphy,1947,1947,F,6-2,175,"September 13, 1924",""
murphke01,Kevin Murphy,2013,2013,G,6-6,185,"March 6, 1990","Tennessee Technological University"
murphro01,Ronnie Murphy,1988,1988,F,6-5,225,"July 29, 1964","Jacksonville University"
murphto01,Tod Murphy,1988,1994,C-F,6-9,220,"December 24, 1963","University of California, Irvine"
murphtr01,Troy Murphy,2002,2013,F,6-11,245,"May 2, 1980","University of Notre Dame"
murrake01,Ken Murray,1951,1955,G-F,6-2,190,"April 20, 1928","St. Bonaventure University"
murrala01,Lamond Murray,1995,2006,F,6-7,236,"April 20, 1973","University of California"
murraro01,Ronald Murray,2003,2010,G,6-4,190,"July 29, 1979","Shaw University"
murratr01,Tracy Murray,1993,2004,F,6-7,225,"July 25, 1971","University of California, Los Angeles"
murrewi01,Willie Murrell,1968,1970,F,6-6,225,"September 13, 1941","Kansas State University"
murredo01,Dorie Murrey,1967,1972,F-C,6-8,215,"September 7, 1943","University of Detroit Mercy"
murryto01,Toure' Murry,2014,2014,G,6-5,195,"November 8, 1989",""
musian01,Angelo Musi,1947,1949,G,5-9,145,"July 25, 1918","Temple University"
mustaje01,Jerrod Mustaf,1991,1994,F-C,6-10,238,"October 28, 1969","University of Maryland"
mutomdi01,Dikembe Mutombo,1992,2009,C,7-2,245,"June 25, 1966","Georgetown University"
muursma01,Martin Muursepp,1997,1998,F,6-9,235,"September 26, 1974",""
myerspe01,Pete Myers,1987,1998,G-F,6-6,180,"September 15, 1963","University of Arkansas at Little Rock"
